Record Sequence Number,EQID,YEAR,MODY,HRMN,Station Name,Station Sequence Number,Station ID  No.,Station Type,Station Network,Earthquake Magnitude,Magnitude Type,Mo (dyne.cm),Strike (deg),Dip (deg),Rake Angle (deg),Mechanism,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Width (km),Fault Rupture Area (km^2),Fault Name,Slip Rate (mm/Yr),EpiD      (km),HypD           (km),Joyner-Boore Dist. (km),FW/HW Indicator,Source to Site Azimuth (deg),Vs30 (m/s) selected for analysis,Preferred NEHRP Based on Vs30,Surface Geological Unit,Station Latitude,Station Longitude,Depth to Top Judea (km),Depth to Vs=1100,File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,Type of Filter,npass,HP (Hz),LP (Hz),Factor,Lowest Usable Freq - V (Hz),PGA (g),PGV (cm/sec),PGD (cm),f 0.01 Hz,0.012,0.014,0.017,0.021,0.025,0.030,0.036,0.044,0.052,0.063,0.076,0.091,0.110,0.130,0.160,0.190,0.230,0.280,0.330,0.400,0.480,0.580,0.690,0.830,1.00,1.20,1.450,1.740,2.090,2.510,3.020,3.630,4.370,5.250,6.310,7.590,9.120,10.970,13.180,15.850,19.060,22.910,27.540,33.110,39.810,47.860,57.540,69.180,83.180,100.00
1049,,2009,0112,0236,IS_MMC3__BHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,231.142959,,,,,,,,33.01826,35.41381,,,,,,,,,,,,0.092862658960707237,12.76869862473219,,,0.00019249272320945689,5.0807655569807726e-07,1.6975748522849048e-08,9.5202790850522383e-11,9.5225097451133757e-11,9.5250997105117667e-11,9.5298725223852203e-11,9.5376469910663708e-11,9.5469117373231823e-11,9.5610010581631e-11,9.5836658662191916e-11,9.6342073071159635e-11,9.6618665359145689e-11,1.0029792488855071e-10,8.0611086796207791e-11,1.0100472641028572e-10,1.298150030123666e-10,2.7104498924136663e-10,3.3856543904537914e-10,1.1992452647796894e-09,1.4554773935243527e-09,1.5189792646294231e-09,3.7759269669460183e-09,9.16711995661805e-09,6.7467855511720879e-09,1.2639788988776276e-08,8.288584547661666e-09,1.5808540731635791e-08,1.1410325247108476e-08,8.7490556216295875e-09,3.605541550052293e-08,4.803610767500962e-08,4.648073747179089e-08,6.4569810328438469e-08,9.0573937602738941e-08,1.1606064772803726e-07,3.7905161466082543e-07,7.8639781845806637e-08,9.7689875064267866e-07,2.6209892990776688e-07,2.2413451280659561e-07,3.1386842189669293e-07,1.1845050657429423e-07,1.9536325502662545e-08,5.9092177874155776e-12,,,,,,,,,
1050,,2009,0112,0236,IS_PRNI__SHE,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,448.628527,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.092862658960707237,13.768156780330239,,,0.00010309329843216893,4.0860513770647407e-07,1.2416041920186895e-07,1.440521989956338e-09,1.4485488592678993e-09,1.5102153068019948e-09,1.4614462282295579e-09,1.6147528260923715e-09,1.1481054591188749e-09,1.3070522678548181e-09,1.4285358600486435e-09,1.2035280810536132e-09,2.6428186494821735e-09,4.0545212670418324e-09,1.2478236579425519e-09,1.9914606356209137e-09,7.374119863308272e-09,7.2587888502213407e-09,1.9731085201461324e-08,1.7313031062724548e-08,2.3569933055164199e-08,2.3837465069753272e-08,3.5582153398388308e-08,7.7534584515836486e-08,1.5602371041574692e-08,9.674988862679294e-08,1.2615181532208083e-07,1.3812067819689503e-07,6.3489025121614653e-08,9.8022279485485942e-08,1.8211714949809563e-07,5.6797344740434611e-08,1.059468536947486e-07,2.2656654749408103e-08,8.1397915503696581e-08,6.7641029192442315e-08,2.4265089696816235e-07,3.7942940637901455e-07,3.5826157967833182e-07,1.3118309876801039e-07,1.2147290673307999e-07,1.2671211808442201e-07,8.5687297674143911e-08,2.0539801898136e-09,6.1741025462987008e-12,,,,,,,,,
1051,,2009,0112,0236,IS_MBRI__SHN,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,504.534672,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.22370793375187423,8.9827751291936533,,,3.2077637824789304e-09,1.6293565996041908e-11,1.7292870258856781e-12,2.8640510363383182e-15,2.8533221589537401e-15,2.8408499743328481e-15,2.8187354319382839e-15,2.7827999123658607e-15,2.7394442957991743e-15,2.6753459119395604e-15,2.5847488666357511e-15,2.4428265761956214e-15,2.2815891319816243e-15,2.0283458952542284e-15,1.7865889609340436e-15,1.6030425587121075e-15,2.2366506733697839e-15,5.0653095195369398e-15,2.6080209152041351e-14,3.1574883229590693e-14,2.6249331026461209e-14,3.010212945647357e-13,4.0031840472970135e-13,1.0269572335650018e-12,1.4298485350253638e-12,7.2597149257017674e-13,1.1458526508437583e-12,3.0479795147371724e-12,9.1412034943988376e-13,3.5043966133219214e-12,6.153221825376972e-12,2.9111588626961089e-12,1.2839601365653382e-11,4.5404856288243222e-12,6.6644064891649561e-12,4.7973042055047741e-12,3.1527289436198899e-12,5.6548166097858734e-12,6.3990957184544762e-12,1.6573602121123817e-12,3.7370784135168089e-12,1.6067073303812065e-12,1.3753399185386094e-13,2.5433517298979603e-15,3.7757676279519738e-17,,,,,,,,,
1052,,2009,0112,0236,IS_MMC7__BHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,229.248865,,,,,,,,33.02205,35.39256,,,,,,,,,,,,0.19730258544942003,16.007891610655562,,,0.00023426015372443148,5.1628545903163807e-07,2.4252234950483661e-08,1.2295604981569758e-11,1.2487376710188324e-11,1.2718948203944942e-11,1.3130998497993591e-11,1.3807014610269131e-11,1.4619160564646295e-11,1.5826134467065684e-11,1.7552288311571839e-11,2.0324860171881696e-11,2.3650507775107892e-11,2.8513763336426321e-11,3.6971137037420714e-11,4.5741910482546731e-11,6.2123419062778256e-11,1.0954102291782976e-10,1.384544882935884e-10,7.0092567845211953e-10,9.6838255951180581e-10,1.3079866157213588e-09,5.162679051835608e-09,5.129137645507477e-09,1.3388281337410505e-08,5.2148586877718712e-09,1.1024289227679289e-08,1.9166101285389454e-08,5.6111665127036071e-08,5.5957162927535258e-08,8.8533383488589683e-09,7.087276229301989e-08,1.8679326120444076e-07,9.0995155836936415e-08,9.9385539232749178e-08,2.2477238576202193e-07,1.6060414864950596e-07,4.4970060616780526e-07,6.433243790754615e-07,1.8264114926781682e-07,3.3606998345043535e-07,1.2843370474915748e-07,1.7697610052557452e-07,8.29973793496217e-08,2.3569119946941908e-12,,,,,,,,,
1053,,2009,0112,0236,IS_MMLI__BHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,272.084532,,,,,,,,32.438,35.422,,,,,,,,,,,,0.12553296289012933,10.444048025110865,,,0.00032275667933094165,9.9566855714754025e-07,8.165368690718761e-08,6.2888430536963419e-10,6.2813006158193095e-10,6.2715206214395446e-10,6.2540507631633841e-10,6.2257307656584773e-10,6.1911550181354608e-10,6.1175158423051556e-10,6.0734421980717228e-10,6.0911849235605725e-10,5.85634849544861e-10,6.6319481945999585e-10,5.2800960650304241e-10,1.0817094318163355e-09,8.746176117337403e-10,1.277121509203631e-08,2.555479408879134e-08,3.8525752075375143e-08,4.0835780414270161e-08,4.2315732144307521e-08,4.5611218500160396e-08,5.5722907209148914e-08,1.4196602749557357e-07,1.9152742490273309e-07,3.18989898269369e-07,2.6710000313769411e-07,2.3897147515360903e-07,1.9523112126024275e-07,2.3177856347949082e-07,5.6419970548697441e-07,2.139313007432763e-07,5.2081173310382152e-07,3.0084365539646557e-08,1.374362772332552e-07,1.6917370014559745e-07,1.2198383539918011e-06,5.4503018138730568e-07,9.2146862947035465e-07,4.8369188659376271e-07,8.4428968319729553e-07,8.4742285098647687e-08,2.4321701745916626e-09,2.3244950268345242e-11,,,,,,,,,
1054,,2009,0112,0236,IS_OFRI__SHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,228.942507,,,,,,,,32.6217,34.9862,,,,,,,,,,,,0.092862658960707237,14.11840138794345,,,0.00012177160745220224,6.0316102513829101e-07,5.3480253450188057e-08,8.1063078150709566e-10,8.1067615414746183e-10,8.1072373186392458e-10,8.107979788369023e-10,8.1085258763972502e-10,8.1100981169674633e-10,8.1111176203658969e-10,8.1060967425306734e-10,8.1371971601633079e-10,8.1228511196667436e-10,8.040716158738686e-10,8.1029157027604823e-10,1.0022577677603992e-09,7.7930633651560714e-10,6.6936217428649522e-10,1.8967069407983291e-09,1.5263729390831512e-09,2.8462726953193124e-09,4.7105259973361693e-09,8.5863811256037122e-09,3.7077821761086528e-08,7.7490135115337513e-09,3.8013029200608554e-08,5.7790822813958429e-08,1.3846577868115026e-07,8.007419241434054e-08,2.8630652480015859e-07,4.0343575680798359e-07,2.1735421775771496e-07,6.6162999672257322e-07,2.9729422013838342e-07,1.6833231000432981e-07,2.5030770042333282e-07,1.2042077376826268e-07,5.3243018456271288e-07,5.1789542366283141e-07,1.7866979042167635e-07,1.5177710083924725e-07,1.0707983390951397e-07,5.2386820031884636e-08,3.411230028062477e-09,6.0378347819269287e-11,,,,,,,,,
1055,,2009,0112,0236,IS_MMLI__BHE,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,272.084532,,,,,,,,32.438,35.422,,,,,,,,,,,,0.19730258544942003,14.477555778261765,,,0.00057813102787532885,1.4934313695582211e-06,9.4145252082520863e-08,1.3663653868074697e-11,1.3238593821666442e-11,1.2739088396341204e-11,1.1859370647139393e-11,1.040161662049366e-11,8.6023841316106032e-12,5.2523052537952767e-12,1.9524817688017406e-12,1.3013536682480074e-11,2.3891661622534232e-11,1.1601607315234822e-10,4.9499100450630298e-11,1.2022572509287443e-10,2.0979865524962101e-09,2.8019490762490245e-09,1.6695323116163556e-08,1.1610480450923932e-08,3.7291632247163628e-08,5.6388667304980657e-08,1.1367860500490279e-07,6.1109836721042881e-08,8.7559836715434135e-08,8.0747920810115946e-08,1.1778937741797264e-07,4.3464769735476255e-08,1.8115160116450861e-07,2.4819388611213257e-07,5.5367468193362644e-07,6.8438004098376681e-07,1.5038049967016414e-07,1.0229726451074093e-06,4.9050488160971224e-07,1.206630254724229e-07,4.5630244654614758e-07,1.6298005845459155e-06,8.9765782451177837e-07,1.9807321318267437e-06,1.5597801694719458e-06,2.0186801445470687e-06,1.5537132795572291e-06,4.1691624759300662e-08,1.3657848923505092e-12,,,,,,,,,
1056,,2009,0112,0236,IS_MMA2__BHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,230.857978,,,,,,,,33.01249,35.40572,,,,,,,,,,,,0.25364715576097929,14.477555778261765,,,0.00020333167148123095,4.9750899146593568e-07,2.0111781588748681e-08,1.7323211418431758e-10,1.732742394257501e-10,1.7332322716623136e-10,1.7341220077620938e-10,1.7355707473854663e-10,1.7373626860215916e-10,1.7400547657576067e-10,1.7440052418188831e-10,1.7505532628790256e-10,1.758662156343841e-10,1.7718996745384135e-10,1.7964038765421837e-10,1.8240676361491608e-10,1.8641341296415266e-10,2.2344736988004871e-10,1.8043742529876795e-10,4.2155267585589369e-10,6.3290831671954717e-10,1.406772294060641e-09,2.7327578555915206e-09,6.6902435971548475e-09,8.4753156057079891e-09,8.3272402799450387e-09,9.9325931006447109e-09,1.6369504497374727e-08,3.849591836454912e-08,6.9098848525767068e-08,2.5100769568951958e-08,1.3887302386546135e-07,6.2670579119095056e-08,1.4451490402353713e-07,6.4840121880579349e-08,3.8262799374458749e-08,1.8691759508558746e-07,3.6970303303918133e-07,1.2042701049575034e-06,4.3382283835409797e-07,3.1837069964675101e-07,1.5418399687433304e-07,9.9346199418263932e-08,2.9693029399672082e-08,2.3143529393509607e-11,,,,,,,,,
1057,,2009,0112,0236,IS_KRMI__SHN,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,464.821325,,,,,,,,30.1178,34.7257,,,,,,,,,,,,0.42986705277582427,13.426600924495034,,,0.00034487343030707046,9.0108339646484094e-07,4.355753571512121e-08,5.209429066944077e-10,5.2121697531808688e-10,5.2134453547995875e-10,5.1918909070167459e-10,5.2331352608982298e-10,5.18292621285054e-10,5.2724352642857806e-10,5.1900183227075394e-10,5.0065400482013421e-10,4.9719043561805859e-10,4.5061403557443195e-10,6.0357656707917916e-10,5.0123006719761883e-10,5.9220644737639679e-10,8.2425592739463137e-10,1.2114239415578645e-09,1.3238919289587525e-09,1.7165792705644159e-09,3.3818044994290227e-09,2.2974837618005075e-09,4.1879927026951176e-09,8.8719532871962615e-09,2.2905212094735219e-08,1.0412013052279692e-08,1.5181933498042567e-08,1.4242636704124047e-08,4.8314724984420107e-08,9.2500074354477655e-08,2.3905819598137681e-07,2.2528553908649661e-07,7.287416650507602e-08,2.9583783352826968e-07,4.3846906642792108e-07,2.019640322594507e-07,7.4729486623325078e-07,3.953745184307161e-07,3.7111320391561908e-07,3.4484182676103588e-07,4.3548233811896974e-07,3.0121003835708756e-07,2.2110598779965411e-08,1.2030565346334795e-10,,,,,,,,,
1058,,2009,0112,0236,IS_MMC1__BHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,229.610533,,,,,,,,33.03052,35.40368,,,,,,,,,,,,0.10013139828775401,14.845846604961229,,,0.00026898116659327293,7.6177248272049234e-07,2.6024728386529128e-08,1.4066148865728807e-10,1.4071141013431004e-10,1.4077442246544383e-10,1.4088354723317694e-10,1.4106218914243357e-10,1.4128394980412073e-10,1.4161973258505538e-10,1.4216550464271228e-10,1.4305421965796745e-10,1.4440627529482945e-10,1.4921043963393116e-10,1.617195757913455e-10,1.6880643446073994e-10,1.6077260286722757e-10,3.7412989972315909e-10,2.5275358630316218e-10,1.5556385078794555e-09,7.4107039287384184e-10,1.5049925036534783e-09,5.5588211321379574e-09,9.7236121077707253e-09,5.6087580317454298e-09,1.024141551753258e-08,1.490047162385875e-08,2.4860232838853279e-08,1.3536017160555285e-08,3.2949344131367627e-08,8.1115773078292414e-08,5.2151872016569541e-08,1.0916839769197835e-08,1.1867579373164464e-07,9.1643303264321948e-08,1.1855640079046273e-07,3.5381304735498871e-07,2.447059179668053e-07,8.6866146630594303e-07,7.2058171017481793e-07,6.3951720510982531e-08,6.3453317192305052e-07,1.1727984938119033e-07,4.4774854849298293e-08,4.6217000944667765e-12,,,,,,,,,
1059,,2009,0112,0236,IS_MMB3__BHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,228.977054,,,,,,,,33.01954,35.38714,,,,,,,,,,,,0.13880230159616835,10.444048025110865,,,0.00031660797711892689,6.831500211994923e-07,2.5378176714695008e-08,1.6593096547429153e-10,1.6603031123259192e-10,1.661487281370818e-10,1.6636381117688326e-10,1.667127437361109e-10,1.6713749229443205e-10,1.6777530161261656e-10,1.6872139286616076e-10,1.7030346481150283e-10,1.7208797636028417e-10,1.7629886174616596e-10,1.7906262732239473e-10,1.9067194462880363e-10,2.1016751516525965e-10,2.4138087533960207e-10,3.9160861658531758e-10,1.2272097971021469e-09,1.0083173659611868e-09,2.1815068683476742e-09,6.2622570341414531e-09,9.5470142831720616e-09,1.4001768565465791e-08,5.221856065088987e-09,9.480890234477962e-09,1.6221017248837639e-08,3.7296244261251752e-08,1.2357335139445213e-08,4.5573200798412659e-08,1.3640402145759838e-07,2.5553862107935067e-08,5.8636924215337255e-08,2.3203765575430817e-07,1.0702358536758515e-07,2.2287502157528306e-07,7.5243256729578419e-07,8.6899483642262854e-07,1.1631550234540435e-06,2.2478756742729025e-07,6.1849684266098657e-07,1.7050753455640102e-07,1.5206587625308186e-08,5.0551539406534623e-11,,,,,,,,,
1060,,2009,0112,0236,IS_MMB2__BHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,230.209476,,,,,,,,33.00971,35.39526,,,,,,,,,,,,0.18763477559595848,13.768156780330239,,,0.00024133960221040207,7.1185036893829256e-07,2.8808946284485557e-08,7.7240852671461533e-11,7.7214641146673942e-11,7.7186027671612039e-11,7.7134066318306639e-11,7.7047252431607901e-11,7.6942793599860108e-11,7.678868782866173e-11,7.6564804537180292e-11,7.6213793876489288e-11,7.5784168606328027e-11,7.4836246126129199e-11,7.440277660350615e-11,7.0882207328870228e-11,6.6996484777594871e-11,1.0373687628540685e-10,1.0205370891895053e-10,7.0236911195705576e-10,5.9556475400345327e-10,2.1593629579862551e-09,3.0866169005619841e-09,7.7104812056058084e-09,1.0990750472642381e-08,1.784666725582825e-08,7.6892813717120697e-09,2.1765463980021939e-08,2.7333496151717845e-08,8.3329852858945908e-08,4.8767738519737351e-08,1.3644222226626818e-07,1.5370218840870452e-07,1.5238047759859535e-07,2.2681457791028332e-07,3.2552713544427679e-07,4.155164402919288e-07,8.2223331415022815e-07,3.4389314116030152e-07,7.0085384519759564e-07,1.9330931313767147e-07,5.1169497716788881e-07,1.4389690878943261e-07,1.2846826141464612e-08,9.5706684933845875e-13,,,,,,,,,
1061,,2009,0112,0236,IS_HNTI__SHE,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,208.547465,,,,,,,,33.0827,35.1741,,,,,,,,,,,,0.26009962067397546,15.223506287502721,,,1.5857173188623081e-05,5.0693152480504921e-08,2.0442039251010571e-09,1.809714459800045e-11,1.8168700722415554e-11,1.8169534966047994e-11,1.8095541134097489e-11,1.7947203222607975e-11,1.7719084960489947e-11,1.785629220866111e-11,1.633485115089365e-11,2.1090414174980415e-11,2.2696678084587106e-11,2.0497312808804226e-11,1.6027835262307544e-11,1.7973654843227528e-11,3.0982236075976388e-11,2.0169721426701145e-11,5.1777520025910112e-11,8.7481955999303795e-11,1.8461692280151196e-10,1.7217525714899331e-10,5.1642241926991446e-10,2.539014147396504e-10,4.9252799706061259e-10,1.0121153405075389e-09,4.9908636734386902e-10,1.3665486770266779e-09,2.8903720211998405e-09,2.6501753360304094e-09,3.24526378469239e-09,2.6445133830260882e-09,9.0669851576977118e-09,6.0749621516189415e-09,2.1756123330490706e-08,3.229851327376817e-09,1.1353504847437423e-08,2.8733000680215383e-08,2.027897500871425e-08,2.4798961450872769e-08,8.9225406276171625e-09,3.1340098922745199e-08,2.0014271786978867e-08,3.2241061078015775e-09,1.2889581744123395e-11,,,,,,,,,
1062,,2009,0112,0236,IS_PRNI__SHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,448.628527,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.10013139828775401,14.11840138794345,,,0.00047914236727228041,1.5259377015694712e-06,2.2856748330338948e-07,1.3636500628547314e-09,1.3795734516008653e-09,1.3902865195639701e-09,1.3540789408918946e-09,1.4181798210216044e-09,1.3784172797768843e-09,1.3445610844091295e-09,1.2251241482005088e-09,2.3530328046069557e-09,3.1270402641119867e-09,1.3880920325766892e-09,6.7673408749644571e-09,2.5535314920025408e-09,7.2858708163255005e-09,6.1511094622250984e-09,6.1628631311152498e-08,5.7010133415681589e-08,2.4781278235590307e-08,8.532608389117278e-09,6.3957845798286429e-08,7.2667813202052598e-08,9.265733968650626e-08,1.9619437556278936e-07,2.344338360235062e-07,2.1911422890872439e-07,1.5830632523975305e-07,4.1645332530581435e-07,1.0150627343724988e-06,3.8817652230385497e-07,1.2073990425972937e-06,9.0894512503175229e-07,2.5465444791301227e-07,2.3727228316376445e-07,7.9712195486631245e-07,6.7625471813099984e-07,1.7361167578604861e-06,9.6112051810379043e-07,1.7650943991245487e-06,8.6297548717842246e-07,7.2078689180426364e-07,9.1866131771187045e-08,1.1321293273447825e-10,,,,,,,,,
1063,,2009,0112,0236,IS_MMA0B__BH2,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,230.480555,,,,,,,,33.01527,35.40305,,,,,,,,,,,,0.083985096696083894,15.223506287502721,,,5.0319327789352509e-05,1.948725312672611e-07,2.6177337766308218e-08,1.0271113259331729e-10,1.0267507803065106e-10,1.0262301362408799e-10,1.0249273496400831e-10,1.0259542760827991e-10,1.0219131337108447e-10,1.007951155139422e-10,1.0301768636215875e-10,1.0997484309448872e-10,1.8376528701044745e-10,2.7489276265747215e-10,8.4290169334571659e-10,9.9160588098520468e-10,1.7972025851946416e-09,2.4586945000609356e-09,6.9840147231232496e-09,4.3474528799869015e-09,4.9838734156399012e-09,6.034672713998867e-09,1.669562116124913e-08,2.9113240771294683e-08,3.3123746154080909e-08,5.6341662124988335e-08,9.1681888834811292e-09,4.9941538733001649e-08,5.747839946559157e-08,1.0914445394515351e-07,9.2595999271803569e-08,7.3686788438147898e-08,8.2408152069129073e-08,1.4232020025111229e-07,7.4062324192528686e-08,4.3420410688769208e-08,1.2097695707150058e-07,1.1015032917291875e-07,5.8638211419537943e-08,3.4106359302162559e-08,6.3141768491672691e-08,1.5083507291324544e-08,1.1803789537639737e-08,6.0538163126449431e-09,1.8845244076492427e-12,,,,,,,,,
1064,,2009,0112,0236,IS_KRMI__SHE,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,464.821325,,,,,,,,30.1178,34.7257,,,,,,,,,,,,0.27350115387935653,15.610773157806022,,,0.00033890802382592904,9.6428841293964512e-07,8.1125643956302537e-08,1.2086792934047e-10,1.1995970981844471e-10,1.1890520725082338e-10,1.1991314513832918e-10,1.2749370931979959e-10,1.2035155303392727e-10,1.0482801627732924e-10,1.1782065519531806e-10,9.0075104336276815e-11,1.2696089648723042e-10,8.5769825794080063e-11,2.1369201649726742e-10,1.3413769617818636e-10,1.7997041294267889e-10,4.3128279325453509e-10,2.57076986372991e-10,8.1519712097204447e-10,1.1748660921105731e-09,2.5376897460047814e-09,2.6881150393169799e-09,6.0937704776663545e-09,1.3471786528427788e-08,1.543630924389957e-08,8.9065398983719966e-09,3.0312269937562826e-08,5.4574173519745844e-08,9.5412551277374764e-08,1.3196779058785014e-07,3.0300563038482945e-07,1.2261501644732034e-07,9.2261216235563076e-08,7.631712148575922e-07,7.1272538782775633e-07,2.4626871309502321e-07,6.3597809820038459e-07,7.2473716669833902e-07,1.4883458046466468e-07,7.6158515362813547e-07,5.183597248854317e-07,4.4311134027731191e-07,3.6622976723701002e-08,5.9697176236517525e-10,,,,,,,,,
1065,,2009,0112,0236,IS_HMDT__SHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,293.532329,,,,,,,,32.2529,35.526,,,,,,,,,,,,0.29490920546268229,12.76869862473219,,,2.5748318266284526e-06,1.0796471634063563e-08,1.9906378252725244e-09,1.3893312292333571e-11,1.3881498540954766e-11,1.3972931000140133e-11,1.3657932360431282e-11,1.4367148787827721e-11,1.3557133145365705e-11,1.540257557797504e-11,1.5400638418451123e-11,1.6566693417518637e-11,2.3454958448037687e-11,1.073139045653707e-11,2.4272433710398381e-11,8.0363703907121259e-12,2.5892571789381672e-11,2.3751814077071037e-11,9.9871511123797337e-11,9.8680009829587179e-11,7.8806136319090042e-11,2.7588551947222957e-10,3.6355040242937851e-10,3.4123550251914977e-10,8.3110906028149131e-10,4.7962015139384203e-10,7.3560833523130248e-10,2.0474552622189598e-09,1.8802920610142885e-09,3.5073720898152137e-09,1.1232222329372429e-09,7.011859296970269e-09,4.3153279536267606e-09,8.3466894495959567e-10,6.217581417609195e-09,1.4732954051988184e-09,4.1105678686606271e-09,4.9039065711610399e-09,7.0263439896840693e-09,3.4954236635801374e-09,5.9491344947497315e-09,2.1549327812231901e-09,3.7127161599713058e-09,4.3987694700993864e-10,5.3426135804775848e-13,,,,,,,,,
1066,,2009,0112,0236,IS_MBRI__SHZ,,,,IS,3.6,,,,,,,34.1329,33.3101,,,,,,,,504.534672,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.31010428917460547,15.610773157806022,,,3.285352239869921e-09,1.2292303799182231e-11,3.1259447701917415e-12,1.6927069773303215e-14,1.6940133007050053e-14,1.6936272563370727e-14,1.6941607397206996e-14,1.6978283128443318e-14,1.6942106022536675e-14,1.7125290110396071e-14,1.7136786638534512e-14,1.7464176980421732e-14,1.7157688512649034e-14,1.7147265853622591e-14,1.7132861472588766e-14,1.973129998126439e-14,1.863416756092155e-14,1.7645630091285126e-14,2.7071098515367527e-14,1.8323487286667712e-14,3.0273362688460666e-14,1.7685794881496499e-14,6.3944159232698157e-14,9.1497098810650474e-14,2.7299048953517187e-14,3.8573530536659619e-13,1.3776273750502286e-12,8.5247080217397197e-13,1.9709897169994337e-12,1.2012647755478844e-12,1.9879480198665732e-12,6.2874330068510512e-12,2.8607140741341355e-12,2.1496376417671218e-12,6.5071985493646239e-12,3.0965001521611072e-12,3.8077544231058751e-13,5.0370568948907446e-12,4.2542190009722796e-12,3.6537317862059755e-12,5.2623650476190946e-12,1.2573499633890793e-12,1.2249138460659143e-12,1.4902234779236342e-13,2.1713973928216644e-16,,,,,,,,,
